"Gebiet","Sachmerkmal","2011","2013","2015","2017","2019","2021"
Grünau-Mitte,Realschulabschluss,"41,369474669547","50,4751570843192","49,0214572024065","43,0457205056667","47,1329613541852","41,2132563213327"
Grünau-Siedlung,Realschulabschluss,"40,4940354656345","39,6315859329581","37,1985445406228","44,5151753061982","36,7534958857085","38,0130067554516"
Lausen-Grünau,Realschulabschluss,"52,5658591718379","49,2248420044239","44,1387836732191","50,0153500306561","47,2062909480873","48,9555479260452"
Grünau-Nord,Realschulabschluss,"43,7849204591769","56,3841604020915","43,0170742765199","54,7194662923846","44,4992892476837","45,7982210880154"
Miltitz,Realschulabschluss,"47,2376477830117","54,7974936576255","41,7819249765724","46,9140496902307","39,8471634083664","41,8425006617729"
Lindenau,Realschulabschluss,"41,2347252961878","39,5984620966295","21,3326631777712","15,2494829306275","13,1708380097269","16,4648352672951"
Altlindenau,Realschulabschluss,"42,5464543148714","40,7076180698894","32,8880357863692","20,4006992683788","27,5309172982736","18,4067053257378"
Neulindenau,Realschulabschluss,"44,9106991509749","47,7523280511327","42,728708216076","43,3357700258949","45,1444319107419","43,7648114982875"
Leutzsch,Realschulabschluss,"51,0755193181923","47,3952479452213","39,4612085766909","36,051598967287","30,8319412402465","28,2361310358927"
Böhlitz-Ehrenberg,Realschulabschluss,"51,0284319127833","47,0649024302964","37,4330730607133","39,237724204513","38,8303806507905","40,6580371009982"
Burghausen-Rückmarsdorf,Realschulabschluss,"48,0853305939148","42,0930860457867","43,3359312738247","45,543293936041","40,5678024703879","48,751488202512"
Möckern,Realschulabschluss,"49,5093891297448","48,573107940764","30,5362470261117","43,4734400937586","39,6970856422566","36,7441981241738"
Wahren,Realschulabschluss,"41,5601839600315","49,9018532308608","38,311891327179","49,5564830368063","37,567638981545","39,9821218622306"
Lützschena-Stahmeln,Realschulabschluss,"50,805323653486","49,3158548688264","48,6996910094736","48,3380635884861","35,1632541799499","41,6887090343677"
Lindenthal,Realschulabschluss,"47,6766599880528","51,5800084230684","45,9815504543024","45,9123221342298","47,1766688017501","54,7111740058537"
Gohlis-Süd,Realschulabschluss,"33,1065944672931","29,203095521382","26,981452239068","26,5230940371455","16,9794765164464","26,1894385635842"
Gohlis-Mitte,Realschulabschluss,"38,3381514114959","41,6376900571278","27,5452327776591","34,9452341128768","22,1869428283671","22,8256677855287"
Gohlis-Nord,Realschulabschluss,"40,6001467772579","40,1056169089627","35,8432253849825","46,1878079387308","33,0943102263087","28,9418900287496"
Eutritzsch,Realschulabschluss,"42,011747223878","42,9910653975844","34,7749385471172","43,3611103068193","46,5512913967169","33,9890245364004"
Seehausen,Realschulabschluss,"64,7975606408203","49,9047990541169","38,9398800063088","48,9997014563374","46,7044534449457","50,2921431524873"
Wiederitzsch,Realschulabschluss,"46,4225537449776","51,785564206204","57,7294034145764","46,117053562893","39,7507402972602","41,9988533502999"
Mitte,Realschulabschluss,"28,3019323635353","24,0733778752344","23,4832650557282","21,0451731092555","21,6986097983602","23,3608526519539"
