"Gebiet","Sachmerkmal","2011","2013","2015","2017","2019","2021"
Schönau,Wohndauer,"42,1942431902411","36,6278484157147","38,0911921224908","12,8839381141221","12,9384031824678","13,5041269969149"
Grünau-Ost,Wohndauer,"44,2660085650725","43,5654780540267","41,4845334580927","18,4872534673179","16,5948328935128","18,8970707877998"
Grünau-Mitte,Wohndauer,"42,6653644268126","34,3909310659135","42,6515811104175","11,6799637282005","12,2381094330032","14,7419327200713"
Grünau-Siedlung,Wohndauer,"47,072416259091","40,4329235425873","45,1263986638168","18,7791917167123","21,2861924548633","21,690035282324"
Lausen-Grünau,Wohndauer,"41,1277726838767","35,9721195163365","41,4880574316535","11,2248167382447","11,0272357599857","16,0155470772138"
Grünau-Nord,Wohndauer,"42,0834069414827","36,7590013375234","34,020430241243","12,9639279223109","12,9288245618565","16,8785750472381"
Miltitz,Wohndauer,"39,2117601462885","36,4660906991423","38,4528775446903","15,2748941861883","15,3209682946676","15,9305710449052"
Lindenau,Wohndauer,"22,6483634596349","16,6135228705862","19,1486272124569","5,89555782993783","6,265944062302","7,78233624686637"
Altlindenau,Wohndauer,"28,8055723752665","19,9630224001751","19,1137364755938","7,12453556563656","7,48669935163794","8,06099230787678"
Neulindenau,Wohndauer,"40,6958601733012","34,6385715249658","34,5698215715868","8,98998102733922","10,191484384267","11,744360987903"
Leutzsch,Wohndauer,"37,2110107367494","28,8947083311627","33,8789334770438","8,89745860781903","9,18361870091896","13,5853919579576"
Böhlitz-Ehrenberg,Wohndauer,"43,9473457250946","36,5067926367467","33,4318769787331","10,7995644389743","12,5764906258982","16,827329921993"
Burghausen-Rückmarsdorf,Wohndauer,"41,9409324217959","38,5674981426478","39,0725067678642","13,530694789524","18,754806091975","17,2884657494739"
Möckern,Wohndauer,"37,6645251739042","30,9796016026837","33,6656115490493","8,99872794925154","10,9482346779402","13,4853358963176"
Wahren,Wohndauer,"37,4634834975644","25,9965439562998","37,9637083216467","11,4973148082857","10,7614075527792","11,7480979769895"
Lützschena-Stahmeln,Wohndauer,"37,5984667960666","35,4904128714393","40,0470572943485","20,239146613801","21,7894033115282","17,7184062944845"
Lindenthal,Wohndauer,"41,2900214679237","34,0039200467293","34,8129605214683","12,9612254816528","12,9319761239057","15,8579735395076"
Gohlis-Süd,Wohndauer,"26,6298834920234","22,3758577808392","24,957950922985","7,44439216543606","7,44893760734291","8,79193447950491"
Gohlis-Mitte,Wohndauer,"30,0993592221391","25,6069529880517","27,1452638158492","8,18736425876429","9,83141030485012","10,7041366735755"
Gohlis-Nord,Wohndauer,"40,396743736559","36,0762720432979","39,6626864138175","15,4928553692015","16,4922977714052","15,0442785830853"
Eutritzsch,Wohndauer,"34,0272263547576","30,0055508282021","33,575324332137","9,57958229172926","9,74989158150346","12,2854154188285"
Seehausen,Wohndauer,"34,0701597455104","31,2782544626705","33,267158846515","11,4727319893722","17,0190076762954","13,6329358524972"
Wiederitzsch,Wohndauer,"38,3984523909455","31,6089325364032","36,2873541907989","12,6068519084607","16,9588517176182","17,4738359344022"
Mitte,Wohndauer,"27,7986831801044","23,8990890085552","23,8700129710292","7,36667568030739","9,68572215483749","9,22349990868817"
Nordost,Wohndauer,"39,3905929463516","38,4149158117241","36,9598277861113","15,517849850378","16,3893997148316","13,6590658733052"
Ost,Wohndauer,"36,9363401871905","32,6838825124107","31,6403750024036","10,678523013519","10,0192356247535","11,5410349050936"
Südost,Wohndauer,"33,0328964074803","27,9662592093152","29,1334288062795","11,0850313753804","10,4644039432196","11,6188798354958"
Süd,Wohndauer,"31,0893968338188","28,5965546104769","29,5955845282198","10,25030591675","11,4979518682699","12,4381092558708"
Südwest,Wohndauer,"32,928779061458","29,0513083142969","30,478449197953","10,519794733223","9,31491763074693","11,3168432625366"
West,Wohndauer,"43,4874391221248","39,0353546542224","40,8384810296483","14,832998830737","14,4567955736737","14,3189260620426"
Alt-West,Wohndauer,"36,867178402542","30,8440119627542","28,8755315350221","8,65305653364792","10,2672188222719","9,70818385254416"
Nordwest,Wohndauer,"36,097507881159","32,0802678672269","35,8417924541244","11,2682466542379","13,1252085577868","11,7169553178518"
Nord,Wohndauer,"31,908989153083","29,2263165118131","30,1592039613909","10,3608486287341","10,7534199173091","10,5644709356248"
Stadt Leipzig,Wohndauer,"34,6516062228852","30,8330957070266","31,3837903005854","28,6413256568437","11,2976436607963","11,4791237547805"
Zentrum,Umzugsabsicht,"54,6","48,3064589497119","42,3152432276619","29,7372747239726","39,6098224239673","36,7240313576893"
Zentrum-Ost,Umzugsabsicht,"45,9","42,6214002469071","47,418523068832","37,9941067105036","43,2429291008607","43,1295315838191"
Zentrum-Südost,Umzugsabsicht,"45,9","65,6906166718018","45,6348647154221","41,2856248735322","44,7795603886421","59,8181791056531"
Zentrum-Süd,Umzugsabsicht,"45,8","60,9125194811987","41,0532418713866","30,4856406078733","45,9015488655616","48,6069902288525"
Zentrum-West,Umzugsabsicht,"59,5","47,6646125812851","46,677273169813","42,4663374578649","49,6863618313449","46,6603544110264"
Zentrum-Nordwest,Umzugsabsicht,"39,7","56,5618313500166","42,5561795379827","39,1043877927659","31,9812502179536","43,6608069441091"
Zentrum-Nord,Umzugsabsicht,"44,8","44,300869185335","43,4681063211646","37,5328643850735","40,4205972730164","46,5507237607451"
Schönefeld-Abtnaundorf,Umzugsabsicht,"46,5","57,1319091411416","54,0132026251029","39,0439025961251","42,0012742242318","49,0534949619111"
Schönefeld-Ost,Umzugsabsicht,"23,9","30,120304958324","32,5658699750296","31,3213657577835","24,0295976989117","30,8446058038245"
Mockau-Süd,Umzugsabsicht,"40,6","45,2219562481772","35,6870271444599","37,7968380283894","34,0881141503822","37,794601452999"
Mockau-Nord,Umzugsabsicht,"26,5","33,6203935946001","41,7874740806809","16,9468890215044","29,4931065381933","21,6723058229598"
Thekla,Umzugsabsicht,"28","25,2567607391537","19,3179346564614","15,9038639668746","19,0080753368784","19,1661527019533"
Plaußig-Portitz,Umzugsabsicht,"20,7","15,5527702500995","9,44775604303906","14,3120590416762","8,69400402654705","19,056243350558"
Neustadt-Neuschönefeld,Umzugsabsicht,"60,7","58,9340549903654","59,5215446649635","42,6193471178363","42,20029925977","53,1796871277322"
Volkmarsdorf,Umzugsabsicht,"57,8","51,0119173498315","58,6409160740194","34,6940768388172","65,2905892324394","56,923352094052"
Anger-Crottendorf,Umzugsabsicht,"38,8","62,622274788082","51,8092579218846","43,1412958348122","31,9023689385069","46,4803388567923"
Sellerhausen-Stünz,Umzugsabsicht,"27,2","25,8957645790991","39,256593797572","21,5549392161535","32,3304164049789","25,2439420572754"
Paunsdorf,Umzugsabsicht,"38,5","48,0814237546871","34,2468880940071","40,798262237273","35,8215590544262","28,9334640398674"
Heiterblick,Umzugsabsicht,"28,6","24,2651087938875","26,4704972773828","18,6446125621303","22,8338388702767","23,015750367207"
Mölkau,Umzugsabsicht,"27,7","17,443848487929","17,6732685307973","11,1788695996949","20,729948994251","22,2301763840529"
Engelsdorf,Umzugsabsicht,"22,5","27,5052872949939","22,4650604959829","18,469118073086","18,9219131224208","34,3491286445013"
Baalsdorf,Umzugsabsicht,"15,1","13,030843567341","19,712831261431","15,4062087624966","5,91933260118711","12,365395836006"
Althen-Kleinpösna,Umzugsabsicht,"27,4","28,396379265817","16,4159144796315","20,3453486284114","16,8897307664071","23,7061332963286"
Reudnitz-Thonberg,Umzugsabsicht,"54,2","52,5730177894358","53,2164856190738","57,5358073139842","38,8664539966962","48,2587097385254"
Stötteritz,Umzugsabsicht,"41,9","45,261949562546","48,8931983756904","39,6963952685335","33,955867775524","37,0171693119782"
